lemma	pos	totaal	Delft	Deux	Leuven	Luther	SV1657	woordvormen
onderom	NEPER	29	1	6	6	8	8	[Aduram 4]; [Hadoram 13]; [aduram 1]; [Hadoram. 1]; [Adoram 10]
onderraam	NELOC	14	0	3	7	4	0	[Odollam 14]
onderricht	NOU	37	0	2	0	8	27	[Onder-richt 7]; [Onderricht 1]; [onder-richt 1]; [onderricht 26]; [onderrichtse 2]
onderrichten	VRB	94	0	16	0	17	61	[onderrichtet 7]; [onderrichten 37]; [Onderricht 1]; [onderrecht 11]; [onderrichtt 1]; [onderrechtende 1]; [onder-richt 9]; [onder-richten 3]; [onderricht 19]; [onderrichten. 1]; [onderrichtede 4]
onderrichting	NOU	53	0	0	0	37	16	[Onderrichtinge 15]; [onderrichtinge 14]; [Onderrechtinge 3]; [onder-richtinge 12]; [Onder-richtinge 2]; [onderrichtingen 3]; [onderrechtingen 1]; [onderrechtinge 3]
onderscheid	NOU	303	17	33	22	29	202	[onderscheytsel 1]; [onderscheydt 14]; [Onderscheydt 1]; [ondersceyde 1]; [onderscheyts 3]; [onder-scheyt. 1]; [Onderscheyt 6]; [onderscheit 14]; [onderscheyt 234]; [ondersceyt 14]; [onderscheyt. 1]; [ondersceit 2]; [onderscheyder 2]; [onder-scheyt 6]; [ondersceytsel 1]; [onderscheid 1]; [onderscheytse 1]
onderscheiden	ADJ	103	0	8	0	2	93	[onderscheyden 92]; [onderscheydene 8]; [Onderscheyden 2]; [onder-scheyden 1]
onderscheiden	NOU	25	0	1	11	4	9	[ondersceyden 2]; [onderscheydde 1]; [ondersceedt 3]; [onder-scheyden 2]; [onderscheyden 7]; [Onderscheyden 1]; [ondersceydt 4]; [onder-scheydt 2]; [ondersceydet 1]; [onderscheydene 1]; [onderscheedt 1]
onderscheiden	VRB	204	10	12	17	8	157	[ondersceyden 10]; [ondersceydende 3]; [ondersceiden 1]; [onderscheydde 5]; [onderscheide 1]; [onder-scheyden 3]; [onderscheyden. 1]; [onderscheyd 1]; [onderscheydden 1]; [onderscheydet 1]; [onderscheyden 154]; [ondersceydt 2]; [onderscheydende 8]; [onderscheyt 1]; [ondersceyt 1]; [onderscheiden 10]; [onderscheydene 1]
onderscheiding	NOU	16	0	4	0	0	12	[onderscheydingen 2]; [onderscheydinge 10]; [onderscheydinghe 4]
onderschrijven	VRB	14	0	5	1	4	4	[onderschrijven 2]; [onderscreuen 1]; [onderschreven 3]; [onderschrijuen 1]; [onderschreuen 3]; [onderschreef 4]
onderst	ADV	40	2	6	9	2	21	[ondersten 6]; [onderster 1]; [onderste 33]
onderst	ADJ	82	0	10	7	11	54	[onteerstu 1]; [ondersten 14]; [onderste 67]
onderstaan	VRB	41	0	19	0	13	9	[onderstaen 20]; [onder-staen 3]; [onder-stonden 1]; [onderstonden 3]; [onder-stont 3]; [onderstont 3]; [onderstonde 1]; [onder-staet 1]; [onderstaet 6]
ondersteunen	VRB	65	1	3	1	2	58	[ondersteunde. 1]; [ondersteunen 13]; [ondersteunden 1]; [ondersteunt 30]; [ondersteunde 6]; [Ondersteunt 3]; [ondersteune 5]; [ondersteunende 6]
onderstutten	VRB	16	0	0	0	1	15	[onderstut 4]; [onderstutten 9]; [onderstutt 1]; [onderstutteden 2]
ondertreden	NOU	20	2	8	0	6	4	[onder-tredet 1]; [ondertredinge 4]; [ondertreder 3]; [ondertreden 4]; [onder-treder 1]; [ondertredet 2]; [onder-trede 1]; [ondertrout 2]; [onder-treden 1]; [Ondertreden 1]
ondertreden	VRB	11	1	6	0	2	2	[ondertredende 1]; [ondertreden 5]; [ondertrede 1]; [ondertreet 1]; [ondertrout 1]; [onder-treden 2]
ondertrouwen	ADJ	13	1	1	0	2	9	[ondertrouwt 1]; [ondertrouwet 1]; [onder-trouwde 2]; [ondertrouwden 2]; [ondertrouwde 6]; [ondertrouden 1]
ondertrouwen	NOU	16	5	0	1	4	6	[ondertrouwt 1]; [ondertrouwens 2]; [ondertrowde 1]; [ondertrouwet 4]; [onder-trouwt 2]; [onder-trouwden 1]; [ondertrouwde 1]; [onder-trouwen 1]; [ondertrouvvt 1]; [ondertrouwen 2]
ondertrouwen	VRB	25	1	0	0	8	16	[ondertrouwt 15]; [onder-trouwt 5]; [ondertrouwde 1]; [onder-trouwen 1]; [ondertrouwen 3]
ondertussen	ADV	81	0	0	3	29	49	[ondertusschen 65]; [Ondertusschen 13]; [onder-tusschen 3]
ondervallen	VRB	20	0	0	20	0	0	[nedergheuallen 19]; [nedergeuallen 1]
ondervinden	VRB	67	7	16	5	11	28	[onder-vonden 1]; [onderuindest 1]; [onderuinde 1]; [onderuonde 2]; [ondervindende 1]; [onderuonden 4]; [ondervinden. 3]; [onder-vinden 4]; [onder-vindt 2]; [ondervinden 18]; [ondervinde 4]; [onderuinden 11]; [ondervindt 1]; [onderuindt 1]; [ondervonde 1]; [ondervonden 12]
ondervragen	VRB	59	2	8	13	2	34	[onderuraghen 5]; [ondervraeghde 3]; [ondervraghende 4]; [ondervragende 3]; [onder-vraegt 1]; [ondervraeght 16]; [ondervraeghden 2]; [ondervraecht 1]; [ondervraghen 4]; [ondervragen. 1]; [onderuraecht 7]; [onder-vraegden 1]; [onderuraghet 1]; [ondervragen 9]; [ondervraeght. 1]
ondervragen	NOU	10	2	2	3	2	1	[onderuraechde 1]; [onderuraghen 3]; [onderuraghede 1]; [Ondervraghet 2]; [onder-vraegt 2]; [ondervraeght. 1]
onderwaarts	ADV	26	0	15	0	11	0	[onderwaerst 1]; [onder--waerts 1]; [onderwaerts 22]; [Onderwaerts 2]
onderweg	ADV	11	0	2	0	1	8	[onderwegen 9]; [Onderwegen 2]
onderwegen	ADV	24	0	3	2	3	16	[onderweeghs 14]; [onderwege 1]; [onderweegs 2]; [onderweghen 5]; [onderwegen. 1]; [onder-wegen 1]
onderwerpen	VRB	90	2	5	1	6	76	[nederworpe 1]; [onderwerpt 16]; [onder-werpe 1]; [neder-werpe 1]; [onderwerpe 3]; [onderwerpen 50]; [onderworpen. 1]; [onderwerpende 7]; [onderwerpen. 1]; [onderwierp 2]; [onder-werpen 3]; [onderwierpen 1]; [onderworpt 1]; [onder-worpen 1]; [nederwarp 1]
onderwerping	NOU	15	0	0	0	0	15	[onderwerpinge 14]; [onderworpinge 1]
onderwijs	NOU	66	0	0	14	2	50	[onderwijs 65]; [onder-wijse 1]
onderwijzen	VRB	382	0	66	47	31	238	[ondervvijs 1]; [onderwesen 138]; [onderwese 2]; [ondervvijsen 1]; [onder-wese 1]; [onderwijsende 9]; [onder-wijst 3]; [onderwijset 1]; [Onderwijst 5]; [onder-wees 3]; [onder-wesen 4]; [onderwijst 69]; [onderwijse 5]; [onderwees 12]; [onderwijsen 122]; [onder-wijsen 6]
onderwijzen	NOU	19	0	5	0	11	3	[onderwesen 1]; [onderwese 2]; [onderwijsest 1]; [onder-wijst 2]; [Onderwijst 1]; [onder-wesen 2]; [onderwijst 1]; [onderwijsen 2]; [onder-wijsen 3]; [Onder-wijst 4]
onderwijzer	NOU	12	0	1	3	1	7	[onderwijsers 4]; [onderwijser 6]; [ondervvijser 2]
onderwijzing	NOU	207	0	28	42	25	112	[onderwisinghe 1]; [Onder-wijsinge 5]; [onderwijsinge 121]; [ondervvijsinge 1]; [onder-wijsinge 2]; [onderwijsinghen 8]; [Onderwijsinge 9]; [onderwijsinghe 54]; [onderwijsingen 6]
onderwinden	VRB	27	1	7	4	8	7	[onderwinde 2]; [onderwonden 14]; [onder-winde 1]; [onderwindet 1]; [onderwinden 7]; [onder-wonden 1]; [onder-winden 1]
onderworpen	ADJ	254	0	48	18	10	178	[onderworpen 252]; [onderworpe 1]; [onderwor-pen 1]
onderzaat	NOU	72	0	4	8	1	59	[onderzaet 1]; [ondersaten 66]; [ondersaet 5]
onderzetten	VRB	11	8	0	3	0	0	[ondersette 1]; [ondergheset 3]; [Onderset 1]; [ondersetten 2]; [onderset 2]; [ondersettede 1]; [ondersedt 1]
onderzoek	NOU	54	5	2	15	4	28	[ondersoeck 36]; [ondersoke 1]; [ondersueck 2]; [ondersueken 1]; [Ondersoken 1]; [onder-soecken 2]; [onderzoek 5]; [ondersoec 2]; [ondersoeckens 1]; [Ondersoeck 2]; [ondersoecke 1]
onderzoeken	VRB	399	61	36	117	44	141	[ondersoeckt. 1]; [ondersoken 18]; [ondersoke 2]; [Ondersoecken 1]; [ondersoecken 125]; [Ondersoeckt 1]; [ondersoect 21]; [ondersocht. 1]; [onder-soeken 1]; [onder-socht 5]; [Ondersoeckende 2]; [ondersoeke 1]; [ondersoekende 2]; [ondersoken. 1]; [ondersochten 2]; [ondersuect 1]; [onder-soecken 18]; [ondersoeket 1]; [ondersokende 7]; [ondersoec 1]; [ondersoeckt 35]; [onderzocht 4]; [ondersoeckende 19]; [ondersoeckens 1]; [ondersocht 106]; [onderzoeken 1]; [ondersoecket 1]; [ondersueckende 1]; [ondersoecke 6]; [ondersoeken 5]; [onder-soeckt 8]
onderzoeken	NOU	30	4	4	12	4	6	[Ondersoecket 1]; [Ondersuect 1]; [onder-soecket 1]; [ondersoecken 4]; [Ondersoeckt 4]; [ondersoect 1]; [Ondersoect 9]; [Onder-soeckt 1]; [ondersochten 2]; [ondersoeckt 2]; [ondersocht 1]; [ondersoecket 1]; [Ondersoket 1]; [onder-sochten 1]
onderzoeker	NOU	16	5	1	7	0	3	[ondersoeckers 5]; [ondersoecker 6]; [ondersokers 1]; [ondersoker 3]; [ondersoeker 1]
onderzoeking	NOU	38	1	3	2	4	28	[Ondersoeckinge 1]; [onder-soeckinge 3]; [ondersoeckingen 1]; [ondersoeckinge 28]; [nedersokinghen 1]; [ondersoeckinghen. 1]; [ondersoeckinghe 3]
ondeugd	NOU	26	0	6	0	12	8	[ondeugden 2]; [ondeugt 9]; [ondeucht 6]; [ondeughden. 1]; [ondeughden 8]
ondeugd	VRB	25	0	4	0	7	14	[ondeughde 1]; [ondeuchde 1]; [ondeugt 3]; [ondeuchden 1]; [ondeughet 1]; [ondeucht 1]; [ondeughden 5]; [ondeught 12]
ondoorgrondelijk	ADJ	11	0	0	0	1	10	[ondoorgrondelick 4]; [ondoorgrondelicke 5]; [ondoorgrondelicken 1]; [on-door-grondelijcken 1]
ondrachtig	ADJ	23	23	0	0	0	0	[ondrachtighe 1]; [ondrachdich 1]; [ondrachtich 20]; [ondrachtige 1]
onduchtig	ADJ	11	0	2	0	0	9	[onduchtige 2]; [onduchtigh 6]; [onduchtich 3]
onechtelijk	ADV	32	0	0	0	2	30	[on-echtelijck 1]; [Oneygentlick 21]; [oneygentlick 9]; [oneygentlijck 1]
onechtelijk	NOU	87	0	0	0	0	87	[Oneygentlick 1]; [oneygentlick 86]
onechtelijk	ADJ	16	0	0	0	0	16	[on-echtelick 1]; [oneygentlicke 5]; [Oneygentlick 1]; [oneygentlick 9]
onedel	ADJ	24	4	2	8	2	8	[onedelen 4]; [onedel 11]; [onedele 9]
oneens	ADJ	24	0	6	0	14	4	[oneens 14]; [on-eens 10]
oneer	NOU	61	1	7	0	8	45	[oneere 48]; [oneere. 1]; [oneeren 6]; [Oniares 1]; [on-eeren 2]; [on-eere 3]
oneerbaar	ADJ	14	0	0	8	0	6	[oneerbare 4]; [oneerbaer 9]; [on-eerbare 1]
oneerbaarheid	NOU	10	0	1	4	2	3	[oneerbaerheden 1]; [on-eerbaerheyt 1]; [oneerbaerheyt 8]
oneerlijk	ADJ	39	1	10	1	5	22	[oneerlicks 1]; [on-eerlijckste 1]; [oneerlijcste 1]; [oneerlicke 12]; [oneerlicken 1]; [on-eerlick 1]; [oneerlijcke 1]; [oneerlike 1]; [oneerlick 16]; [oneerlickste 1]; [on-eerlijcke 3]
oneffen	ADJ	12	0	3	1	1	7	[oneffene 4]; [oneffen 7]; [on-effen 1]
oneindelijk	ADJ	36	1	3	4	3	25	[on-eyndelicke 3]; [oneyndelick 7]; [oneyndtlicken 1]; [oneyndelijcken 4]; [oneyndelijcke 3]; [oneyndelicke 14]; [oneyndelicken 3]; [onendeliken 1]
onen	PRN	215	0	0	0	0	215	[ond. 215]
onen	ADJ	469	1	2	1	3	462	[Onan 7]; [ond. 431]; [Ond. 30]; [ono 1]
onen	ADP	22	1	0	3	1	17	[Onan 4]; [ond. 17]; [onan 1]
onen	NELOC	12	1	2	1	4	4	[Onan 5]; [Ond. 1]; [Onie 3]; [Ono 2]; [onan 1]
onen	NUM	33	0	0	0	0	33	[ond. 33]
onen	UNRESOLVED	51	1	0	0	0	50	[ond. 48]; [Ond. 2]; [onan 1]
onen	NOU	252	2	5	2	1	242	[ondoes 1]; [Onan 4]; [Ond. 26]; [Onie 6]; [ond. 213]; [ouont 1]; [onan 1]
onen	NEPER	11	1	2	1	0	7	[Eunuce 1]; [Onan 4]; [Ond. 3]; [Onie 1]; [ond. 1]; [Ondoe 1]
onen	ADV	45	5	3	5	5	27	[Onan 1]; [Ono 16]; [ond. 23]; [onan 2]; [Ondoe 2]; [ono 1]
onen	VRB	374	29	6	2	3	334	[ond 1]; [onden 2]; [anont 1]; [Onan 5]; [Ond. 4]; [On. 3]; [ondaen 20]; [onan. 1]; [Ono 2]; [ond. 326]; [ondoen 4]; [onsiet 1]; [onan 1]; [ono 2]; [ondaen. 1]
onenigheid	NOU	33	0	4	0	4	25	[oneenigheden 6]; [oneenigheyts 1]; [on-eenigheyt 2]; [oneenicheyts 1]; [oneenicheyt 2]; [oneenigheden. 1]; [oneenicheydt 1]; [oneenigheyt 16]; [Oneenigheyt 3]
onervaren	ADJ	12	0	0	0	4	8	[onervaren 8]; [onervarene 2]; [on-ervaren 2]
ongaarne	ADV	11	0	0	0	3	8	[ongeern 9]; [ongeerne 2]
ongeacht	ADJ	12	1	2	1	2	6	[ongeachte 3]; [ongeachtt 1]; [ongeacht 7]; [ongheachstten 1]
ongebaand	ADJ	15	0	3	0	6	6	[ongebaent 1]; [ongebaenden 3]; [onghebaende 2]; [ongebaende 7]; [onghebaenden 1]; [Ongebaende 1]
ongebonden	ADJ	26	1	0	1	6	18	[ongebondene 9]; [ongebonden 16]; [onghebonden 1]
ongebondenheid	NOU	12	0	0	0	0	12	[ongebondeheyt 1]; [ongebondenheyt 11]
ongedekt	NOU	10	6	0	1	2	1	[on-gedeckten 1]; [ondecte 2]; [ongedeckt 2]; [ondect 4]; [ondect. 1]
ongedekt	ADJ	10	0	2	1	1	6	[onghedeckten 1]; [ongedeckt 3]; [ongedeckten 3]; [onghedeckt 1]; [onghedecten 1]; [ongedeckt. 1]
ongedekt	VRB	24	22	0	2	0	0	[ondect 21]; [ondectt 1]; [ondecte 1]; [Ondect 1]
ongedesemd	ADJ	25	4	1	18	0	2	[onghedeesemder 1]; [ongedeessemde 2]; [onghedeesemde 10]; [ongedoechsaem 2]; [Onghedeesemde 1]; [onghedeesemt 7]; [onghedoechsaem 2]
ongedierte	NOU	40	0	0	0	18	22	[ongedierten 2]; [ongedierte 34]; [Ongedierte 3]; [Ongedierte. 1]
ongeheefd	NOU	15	0	0	15	0	0	[ongheheefder 7]; [ongheheefde 2]; [ongheheefden 6]
ongeheefd	ADJ	17	0	0	17	0	0	[ongheheeft 3]; [ongheheefde 13]; [ongheheefden 1]
ongeheveld	ADJ	45	0	34	0	0	11	[Ongheheuelt 1]; [ongheheuelden 1]; [ongheheuelt 8]; [ongehevelde 11]; [ongeheuelt 8]; [ongheheuelde 9]; [ongeheuelde 3]; [ongeheuelden 1]; [ongeheuelder 3]
ongeheveld	NOU	26	0	26	0	0	0	[ongheheuelts 1]; [ongheheuelden 11]; [ongheheuelder 3]; [ongheheuelt 2]; [ongeheuelt 1]; [ongheheuelde 5]; [ongeheuelden 3]
ongehoorzaam	NOU	13	0	10	1	0	2	[ongehoorsamen 2]; [onghehoorsamen 7]; [onghehoorsame 2]; [onghehoorsaem 2]
ongehoorzaam	ADJ	275	2	84	8	84	97	[ongehoorsame. 1]; [ongehoorsaem 137]; [ongehoersaem 1]; [onghehoersaem 1]; [ongehoorsam 1]; [ongehoorsame 50]; [onghehoorsamen 7]; [Ongehoorsame 1]; [ongehoorsamen 11]; [onghehoorsame 8]; [onghehorsaem 1]; [ongehoorsaems 1]; [onghehoorsaem 55]
ongehoorzaamheid	NOU	136	1	37	4	31	63	[ongehoorsaemheden 1]; [ongehoorsaemheyts 1]; [onghehoorsaemheyt 25]; [onghehoersaemheit 1]; [onghehoorsaemheyts 1]; [onghehoorsaemheydt 5]; [ongehoorsaemheyt 92]; [Ongehoorsaemheyt 8]; [On-gehoorsamheyt 1]; [ongehoorsaemheydt 1]
ongeleerd	ADJ	61	11	7	33	2	8	[ongeleerden 2]; [ongeleert 1]; [ongheleerde 28]; [ongheleerden 14]; [ongeleerde 9]; [ongheleert 7]
ongelijk	NOU	91	2	1	4	4	80	[ongelijck 79]; [ongelijcken 3]; [ongheliker 1]; [ongelijcker 2]; [ongelijc 1]; [onghelijc 5]
ongelijk	ADJ	80	10	26	14	11	19	[onghelike 3]; [ongelijcke 7]; [Ongelijck 2]; [onghelijcke 1]; [onghelijck 38]; [ongelijck 20]; [ongelijc 2]; [onghelijcken 2]; [ongelike 1]; [onghelijc 4]
ongelofelijk	ADJ	10	0	1	2	0	7	[ongelooflick 8]; [onghelooffelijcke 1]; [onghelooffelijc 1]
ongeloof	NOU	124	0	15	1	48	60	[ongeloove. 2]; [onghelooue 6]; [on-geloove 1]; [ongeloof 2]; [ongeloofs 19]; [Onghelooue 1]; [Ongeloove 3]; [on-geloof 1]; [ongheloofs 5]; [ongeloove 80]; [on-geloofs 1]; [ongelooue 3]
ongelovig	ADJ	275	13	25	35	44	158	[ongheloouigen 2]; [ongeloovig 1]; [ongheloouige 1]; [Ongeloovige 1]; [ongheloovighen 1]; [onghelouighen 1]; [on-geloovige 1]; [ongeloouighen 1]; [ongheloouich 27]; [onghelouich 8]; [onghelouighe 2]; [ongeloouich 3]; [ongheloouighen 5]; [ongeloovigen 35]; [onghe-loouich 1]; [ongeloovigh 31]; [ongheloeuich 1]; [on-geloovigen 4]; [ongeloovige 129]; [ongelouich 1]; [ongeloouigen 1]; [ongheloouighe 18]
ongelovige	NOU	38	4	18	13	1	2	[ongheloouigen 3]; [ongelovigen 1]; [onghelouighen 2]; [ongeloouighen 1]; [ongeloovige. 2]; [onghelouighe 2]; [ongheloouighen 14]; [Ongheloouighe 1]; [ongeloouighe 1]; [ongheloouighe 11]
ongelovigheid	NOU	75	0	29	19	0	27	[ongeloouicheyt 8]; [Ongheloouicheyt 2]; [ongeloovigheyt 26]; [ongheloouicheyt 35]; [ongheloouicheydt 2]; [ongheloouicheden 1]; [ongheloovigheydt 1]
ongeluk	NOU	583	1	272	5	232	73	[ongelucken 7]; [ongheluck 170]; [onghelucke 31]; [Ongheluck 1]; [ongelucks 12]; [ongeluckes 1]; [ongelucke 11]; [ongeluck 307]; [ongelucx 8]; [ongeluk 5]; [onghelucx 12]; [Ongeluck 6]; [onghelucks 10]; [onghelucken 2]
ongelukkig	ADJ	12	0	3	0	2	7	[ongeluckigh 4]; [ongeluckich 1]; [ongeluckige 5]; [ongheluckich 1]; [ongheluckige 1]
ongemak	NOU	29	0	0	0	3	26	[ongemacks 3]; [ongemack 21]; [ongemacken 5]
ongemanierd	ADJ	18	6	5	2	4	1	[onghemaniert 4]; [ongemanierde 3]; [onghemanierts 1]; [onghemanierde 4]; [ongemaniert 6]
ongemeten	ADJ	13	3	2	7	0	1	[ongemeten 2]; [onghemeten 11]
ongenaamd	NELOC	10	0	0	5	1	4	[Oniam 10]
ongenaamd	VRB	10	0	5	1	2	2	[Oniam 10]
ongenade	NOU	30	0	13	0	8	9	[ongenade. 2]; [onghenaden 1]; [ongenade 18]; [onghenade 9]
ongenadig	ADJ	64	47	6	6	5	0	[onghenadighe 17]; [onghenadige 2]; [ongenadigh 4]; [Onghenadich 1]; [ongenadigher 4]; [ongenadichs 1]; [ongenadich 2]; [ongenadigen 1]; [onghenadich 8]; [onghenadichs 1]; [onghenadigen 2]; [onghenadiger 2]; [ongenadighen 1]; [ongenadiger 1]; [ongenadige 1]; [ongenadighe 1]; [onghenadigher 9]; [onghenadighen 6]
ongenadig	NOU	16	16	0	0	0	0	[onghenadichs 4]; [onghenadighens 1]; [onghenadigher 7]; [onghenadighen 4]
ongeneselijk	ADJ	16	2	0	6	0	8	[ongheneselijcke 3]; [ongheneselike 1]; [ongeneselijc 1]; [onghenuchelijcke 1]; [ongheneselijc 1]; [ongheneselijck 1]; [ongeneselicke 6]; [ongeneselick 2]
ongeoorloofd	ADJ	45	2	2	6	0	35	[ongeorlooft 1]; [ongheoorloefde 1]; [ongheorlooft 1]; [ongheorloft 4]; [ongeoorlofde 5]; [ongeoorloft 19]; [ongeoorlooft 2]; [ongheoorloeft 1]; [ongheoerloft 1]; [ongheorloefde 1]; [ongeoorloofde 9]
ongerecht	ADJ	12	5	5	0	0	2	[ongherechte 2]; [ongerecht 2]; [ongerechte 2]; [ongerechten 1]; [ongherecht 3]; [ongherechter 1]; [ongherechten 1]
ongerecht	NOU	14	10	3	0	1	0	[ongherechte 1]; [ongerecht 2]; [ongerechten 1]; [ongherechtheden. 1]; [ongherecht 2]; [ongherechter 3]; [ongherechten 4]
ongerechtelijk	ADJ	15	12	0	2	0	1	[ongerechtelick 1]; [ongherechtelijc. 1]; [ongerechtelijc 1]; [ongherechtelijck 2]; [ongherechtelijc 10]
ongerechtelijk	NOU	12	12	0	0	0	0	[ongerechtelic 2]; [ongherechtelic 3]; [ongerechtelijc 1]; [onghrechtelijc. 1]; [ongherechtelijc 5]
ongerechtig	ADJ	125	51	4	15	4	51	[ongerechtiger 2]; [ougherechtigen 1]; [ongherechtich 9]; [ongherechtige 5]; [ongerechtigen 7]; [Ongerechtige 1]; [ongherechtighe 18]; [ongerechtige 35]; [ongerechtighe 2]; [ongherechtighen 13]; [ongherechtiger 2]; [ongherechtighe. 1]; [ongherechtigher 7]; [ongerechtig 2]; [ongerechtigh 10]; [ongherechtichs 1]; [ongherechtichste 1]; [ongerechtich 3]; [ongherechtigen 3]; [ongerechtighen 2]
ongerechtigheid	NOU	742	66	54	70	35	517	[onghe-rechticheit 1]; [ongereghticheyt 2]; [ongerechticheden 5]; [ongerechticheit 10]; [ongherechticheyts 2]; [ongherechticheit 29]; [ongerechtigheyt. 7]; [onhgerechticheden 1]; [ongherechticheit. 2]; [ongerechtigheden 80]; [ongerechtigheydt 5]; [ongerechticheit. 1]; [ongherechtichede 1]; [onghe-rechtigheydt 1]; [ongerechticheyt 12]; [ongerechtigheyts 1]; [on-gerechtigheyt 1]; [ongherechticheyt 92]; [ongherechticheden. 1]; [ongherechticheden 31]; [Ongherechticheyt 1]; [Ongerechtigheyt 5]; [ongerechtigheyt 447]; [ongherustigheyt 1]; [ongerechticheydt 1]; [ongherechticheydt 2]
ongeregeld	ADJ	11	0	0	0	2	9	[ongeregelt 2]; [ongeregelde 8]; [on-geregelde 1]
ongerijmd	ADJ	22	0	0	0	1	21	[ongerijmde 4]; [ongerijmts 5]; [ongerijmt 13]
ongerust	ADJ	15	0	0	1	5	9	[ongeruste 1]; [Ongerust 2]; [ongherust 1]; [ongerust 11]
ongeschikt	ADJ	22	0	9	1	6	6	[ongeschickt 3]; [Ongheschickte 1]; [ongheschicket 1]; [Ongeschickte 1]; [onghescict 1]; [ongeschickten 2]; [ongheschickte 1]; [ongeschickte 6]; [ongeschicte 2]; [ongheschickt 4]
ongestadig	ADJ	57	10	5	16	5	21	[ongestadich 2]; [ongestadigen 1]; [ongestadigher 2]; [onghestadich 19]; [ongestadigh 22]; [ongestadige 3]; [onghestadighe 8]
ongestadigheid	NOU	33	6	5	5	1	16	[onghestadicheit 4]; [ongestadicheden 1]; [onghestadicheydt 2]; [ongestadigheyt 17]; [onghestadicheyt 7]; [ongestadicheit 1]; [ongestadicheyt 1]
ongestraft	ADJ	90	0	22	1	31	36	[ongestraffet 1]; [onghestraffet 3]; [onghestraft 10]; [ongestraft. 1]; [ongestraft 75]
ongestuimigheid	NOU	24	0	4	0	3	17	[ongestuymigheydt 1]; [onghestuymicheyt 3]; [onghestuymicheydt 1]; [ongestuymigheyt 19]
ongetrouw	NOU	13	3	5	5	0	0	[ongetrouwen 2]; [onghetrouwen 5]; [onghetrouwe 6]
ongetrouw	ADJ	21	4	4	5	4	4	[onghetrouwe 7]; [ongetrouwe 3]; [onghetrouwer 1]; [ongetrouwen 2]; [onghetrouwen 1]; [ongetrouw 7]
ongetrouwd	ADJ	23	0	1	0	5	17	[ongetrouwde 7]; [ongetrouwt 12]; [on-getrouwt 1]; [ongetrouwden 2]; [ongetrouwet 1]
ongetrouwigheid	NOU	23	1	9	1	11	1	[ongetrouwicheyt 1]; [ongetrouwigheyt 12]; [onghetrouwicheit. 1]; [onghetrouwicheyt 8]; [onghetrouwicheydt 1]
ongeval	NOU	112	0	25	1	35	51	[Ongeval 2]; [ongeval. 1]; [ongeual 3]; [ongevalle 2]; [ongheualle 3]; [ongheual 13]; [ongheuals 5]; [ongeualle 1]; [ongeuals 1]; [ongeval 54]; [ongevals 13]; [ongevallen 13]; [Ongevallen 1]
ongeveinsd	NOU	10	0	4	4	1	1	[ongheveynst 2]; [ongheueynsde 1]; [on-geveynst 1]; [ongheueynsden 2]; [ongheueynsder 1]; [ongheueynst 3]
ongeveinsd	ADJ	39	1	2	0	5	31	[ongheueynsde 1]; [ongeveynsden 2]; [ongeveynst 19]; [ongheueinsde 1]; [ongheueynsder 1]; [ongeveynsde 15]
ongevoelig	ADJ	11	0	1	1	0	9	[ongheuoelich 1]; [ongevoeligh 9]; [ongheuoelijck 1]
ongewassen	ADJ	15	0	2	2	3	8	[ongewasschen 11]; [onghewasschen 3]; [ongewasschene 1]
ongewis	ADJ	19	0	9	0	10	0	[ongewisse 5]; [onghewisse 2]; [onghewis 1]; [ongewis 11]
ongewoonlijk	ADJ	22	0	5	2	7	8	[onghewoonlicke 3]; [ongewoonlijcke 2]; [ongewoonelicke 1]; [onghewoonlijcke 1]; [onghewoonlick 2]; [ongewoonlick 1]; [ongewoonlicke 4]; [ongewoonlijck 3]; [onghewoonlijck 1]; [ongewoonlijcken 1]; [ongewoonlicken 2]; [Ongewoonlijck 1]
ongezond	ADJ	17	0	2	5	5	5	[ongesonde 4]; [ongesont 6]; [onghesondt 1]; [onghesont 6]
ongezuurd	ADJ	121	0	3	0	52	66	[ongesuerde 96]; [onghesuert 1]; [Ongesuert 2]; [onghesuerde 2]; [ongesuert 13]; [on-gesuerde 1]; [ongesuerden 6]
ongoddelijk	ADJ	244	0	3	226	5	10	[ongoddelijcker 5]; [ongoddelijcke 115]; [ongoddelick 4]; [ongoddelicken 2]; [ongoddelijcken 78]; [ongodtlicken 2]; [ongoddelijck 25]; [ongoddelijcs 2]; [ongoddelicke 5]; [ongoddelijcste 1]; [ongoddelijc 4]; [on-goddelijck 1]
ongoddelijk	NOU	47	0	0	47	0	0	[ongoddelijcker 32]; [ongoddelijcken 7]; [ongoddelijcs 3]; [ongoddelijc 4]; [ongoddelijcks 1]
ongoddelijk	ADV	13	0	0	13	0	0	[ongoddelijcs 1]; [ongoddelijcker 11]; [ongoddelijcke 1]
ongoddelijkheid	NOU	44	0	0	43	0	1	[ongoddelickheyt 1]; [ongoddelijcheden 7]; [ongoddelijcheit 1]; [ongoddelijcheyt 35]
onheil	NOU	12	0	0	0	1	11	[onheylen 1]; [onheyl 11]
onheilig	ADJ	71	0	10	1	12	48	[onheyligen 8]; [onheyligh 30]; [onheylige 25]; [onheylich 5]; [Onheyligh 1]; [onheylighe 2]
onhemels	NELOC	16	0	8	0	8	0	[Ahimelech 16]
onhemels	NOU	15	3	5	2	3	2	[Ahimelech 10]; [ahimelech 3]; [Ahimelechs 2]
